author,datePublished,summary,title
,"May 14, 2019 /  6:18 AM / 21 days ago",LONDON (Reuters) - Amazon has teamed-up with British clothing chain Next to offer a network of stores where the U.S. online retail giant’s UK customers can collect their parcels. ,Amazon partners UK's Next for click & collect service
,"May 14, 2019 /  7:43 AM / 21 days ago","LONDON (Reuters) - Huawei is a private company that is not controlled by the Chinese government and would refuse to hand over information to Beijing although no such request has been made, the firm’s Vice President of Western Europe said on Tuesday.    ","Huawei is not controlled by China, executive says"
Joshua Franklin,"May 10, 2019 /  4:02 PM / 24 days ago","NEW YORK (Reuters) - Uber Technologies Inc’s stock on Friday opened down 6.7 percent in its first trade on the New York Stock Exchange, in the most high-profile U.S. market debut since Facebook Inc seven years ago.  ","Uber starts trading at $42 a share, 6.7% below IPO price"
"Cynthia Kim,Yilei Sun","May 15, 2019 /  4:45 AM / 20 days ago","SEOUL/BEIJING (Reuters) - Swedish carmaker Volvo said on Wednesday it had signed long-term battery supply deals with Asian firms LG Chem and Contemporary Amperex Technology Co Ltd (CATL), as it pushes its EV target of 50 percent of sales by 2025.  ","Volvo taps Asia's LG Chem, CATL for long-term battery supplies"
Dan Williams,"May 15, 2019 /  7:54 AM / 20 days ago","TEL AVIV (Reuters) - Israel’s webcast of the Eurovision Song Contest semi-final was hacked with animated images of explosions in host city Tel Aviv, which the national broadcaster blamed on Hamas militants.  ",Israel's Eurovision webcast hacked with animated blast images
"Katie Paul,Joel Schectman,Christopher Bing","May 14, 2019 /  8:17 AM / 20 days ago","WASHINGTON (Reuters) - WhatsApp said on Tuesday that a security breach on its messaging app had signs of coming from a government using surveillance technology developed by a private company, and it may have targeted human rights groups. ",WhatsApp security breach may have targeted human rights groups
"Munsif Vengattil,Aditya Kalra,Sankalp Phartiyal","May 15, 2019 /  7:47 AM / 19 days ago","NEW DELHI/MUMBAI (Reuters) - WhatsApp clones and software tools that cost as little as $14 are helping Indian digital marketers and political activists bypass anti-spam restrictions set up by the world’s most popular messaging app, Reuters has found. ","In India election, a $14 software tool helps overcome WhatsApp controls"
,"May 14, 2019 /  9:49 AM / 20 days ago","DUBLIN (Reuters) - Facebook’s WhatsApp has informed its lead regulator in the European Union, Ireland’s Data Protection Commissioner (DPC), of a serious security vulnerability on its platform, the DPC said on Tuesday. ",WhatsApp informs Irish regulator of 'serious security vulnerability'
Tom Wilson,"May 15, 2019 /  5:44 AM / 19 days ago","LONDON (Reuters) - Bitcoin’s share of the cryptocurrency market is sliding, with a host of alternative digital coins gaining ground as developers race to create digital cash that can gain a footing in mainstream commerce and finance. ",Explainer: 'Privacy coin' Monero offers near total anonymity
"Tom Wilson,Ritvik Carvalho","May 15, 2019 /  5:44 AM / 20 days ago","LONDON (Reuters) - Bitcoin’s weathered hacks, heists, booms and busts to reign as the king of cryptocurrencies through its first decade. But now there’s a fresh challenge to its dominance of the fledgling market: some 2,000 smaller digital coins. ",Rise of smaller rivals throws up fresh challenge to bitcoin
Makiko Yamazaki,"May 15, 2019 /  12:34 AM / 19 days ago","TOKYO (Reuters) - Cash-strapped Japan Display warned it cannot guarantee a return to profit this year as demand for smartphone screens stays weak, and turned in yet another quarterly loss, casting doubt over its proposed bailout deal with a Chinese-Taiwanese group. ","Apple supplier Japan Display cannot promise return to profit, bailout worries stay"
,"May 7, 2019 /  11:54 PM / a month ago","WASHINGTON (Reuters) - U.S. President Donald Trump’s businesses lost a total of more than $1 billion from 1985 to 1994, according to the New York Times, which said it obtained printouts from Trump’s official Internal Revenue Service tax transcripts. ",Trump tax returns from 1985 to 1994 show $1 billion in losses: NY Times
David Shepardson,"May 14, 2019 /  10:43 PM / in 19 days","WASHINGTON (Reuters) - President Donald Trump is expected to sign an executive order this week barring U.S. companies from using telecommunications equipment made by firms posing a national security risk, paving the way for a ban on doing business with China’s Huawei, three U.S. officials familiar with the plan told Reuters. ",Exclusive: Trump expected to sign order paving way for U.S. telecoms ban on Huawei
,"May 8, 2019 /  9:13 PM / a month ago","WASHINGTON (Reuters) - The U.S. Justice Department on Wednesday accused Democrats on the House Judiciary Committee of engaging in politically motivated attacks, after the panel voted along party lines to hold Attorney General William Barr in contempt for refusing to hand over an unredacted copy of Special Counsel Robert Mueller’s report. ",U.S. Justice Department accuses House Democrats of playing politics with contempt vote
,"May 8, 2019 /  9:13 PM / a month ago","WASHINGTON (Reuters) - U.S. House Judiciary Committee Chairman Jerrold Nadler, after his panel voted on Wednesday to hold Attorney General William Barr in contempt of Congress for refusing to release an unredacted copy of the Mueller report, said the measure would go to the House floor “rapidly.” ",Nadler says Barr contempt citation will go to House floor 'rapidly'
,"May 14, 2019 /  12:03 PM / in 20 days","NAIROBI (Reuters) - Microsoft Corp will invest $100 million to open an Africa technology development center with sites in Kenya and Nigeria over the next five years, the company said on Tuesday. ","Microsoft to spend $100 million on Kenya, Nigeria tech development hub"
,"May 14, 2019 /  5:22 AM / 21 days ago","HONG KONG (Reuters) - A Tesla Inc electric car caught fire in a parking lot in a Hong Kong shopping mall, the Apple Daily newspaper said on Tuesday, but no one was injured in the blaze, whose cause was not immediately known. ",Tesla car catches fire in Hong Kong parking lot: media
Brenna Hughes Neghaiwi,"May 14, 2019 /  12:09 PM / 20 days ago","ZURICH (Reuters) - As global currency markets grapple with a growing number of flash crashes triggered by shutdowns in algorithmic trading systems when volatility spikes, UBS is utilizing machine learning technology to carry on dealing. ",UBS looks to machine learning to plug FX liquidity gaps
Paul Sandle,"May 14, 2019 /  6:39 AM / 20 days ago","LONDON (Reuters) - The new boss of Vodafone cut the mobile operator’s dividend for the first time, securing the firepower it needs to build 5G networks and complete its acquisition of Liberty Global assets. ",New Vodafone boss tackles debt burden with dividend cut
Douglas Busvine,"May 14, 2019 /  3:12 PM / in 20 days",FRANKFURT (Reuters) - A leading operator of charging stations has sounded the alarm on a proposed technical standard that it says could hamper mass adoption of electric vehicles by making it harder to charge them at home or at work. ,ChargePoint sounds alarm on electric vehicle charging standards
,"May 14, 2019 /  1:41 PM / 20 days ago","BERLIN (Reuters) - There is no sign that China is offering a “no-spy” agreement of the kind that would help telecommunications equipment maker Huawei in its bid for contracts to build Germany’s next-generation mobile networks, a German Interior Ministry spokesman said on Tuesday. ",No sign that Beijing will offer a no-spy deal: Germany
Paul Sandle,"May 14, 2019 /  1:01 PM / 20 days ago","LONDON (Reuters) - Huawei  is willing to sign no-spy agreements with governments, including Britain, the Chinese telco company’s chairman said on Tuesday, amid U.S. pressure on European countries to shun the firm over espionage concerns.  ",Huawei willing to sign 'no-spy' pacts with governments: chairman
Tim Reid,"May 8, 2019 /  11:20 PM / in a month","LOS ANGELES (Reuters) - Democratic presidential front-runner Joe Biden on Wednesday held the first of two high-dollar fundraisers in Los Angeles, which he opened to the press in a bid to counter criticism he is relying too heavily on the often closed-door events. ","Biden meets with big-dollar California donors, invites press to attend"
Mark Hosenball,"May 8, 2019 /  8:43 PM / a month ago","WASHINGTON (Reuters) - The U.S. Senate Intelligence Committee has subpoenaed one of the president’s sons, Donald Trump Jr., to answer questions about his contacts with Russia, two congressional sources said on Wednesday. ",U.S. Senate intelligence panel subpoenas Trump's son: sources
,"May 14, 2019 /  11:59 AM / 20 days ago","MUMBAI (Reuters) - India’s top digital payments firm Paytm on Tuesday launched a credit card with Citigroup, widening its financial product base while giving its banking partner an opportunity to vastly expand its credit card customer base in the country. ",Citigroup looks to vastly expand India reach with Paytm tie-up
,"May 14, 2019 /  3:27 PM / 20 days ago","LONDON (Reuters) - Britain would never take a decision on Huawei and 5G that would threaten its intelligence sharing alliance with the United States but it also does not want a new Cold War with China, Foreign Secretary Jeremy Hunt said on Tuesday.  ",Britain downplays Huawei threat to U.S. intelligence sharing
Ernest Scheyder,"May 14, 2019 /  6:28 AM / 20 days ago","(Reuters) - U.S. lawmakers on Tuesday moved closer to developing a national electric vehicle supply chain policy, with senators voicing bipartisan support for legislation designed to parry China’s dominance in metals production and battery manufacturing. ",U.S. Senate moves forward on plan to develop electric vehicle supply chain
,"May 14, 2019 /  4:06 PM / 20 days ago",STOCKHOLM (Reuters) - Sweden’s VOI Technology plans to put a new fleet of thousands of electric scooters on European streets this summer to fend off competition in an increasingly crowded market. ,VOI makes European push in crowded electric scooter-sharing market
,"May 14, 2019 /  1:58 PM / 20 days ago","MUMBAI (Reuters) - Samsung Electronics has sold 5 million units of its Galaxy A series smartphones, generating sales of over $1 billion since it began selling the devices in March, a senior company executive said on Tuesday. ",Samsung says new smartphone series off to strong start in India
